area,bjdongCd,block,bun,crtnDay,etcPurps,exposPubuseGbCd,exposPubuseGbCdNm,flrGbCd,flrGbCdNm,flrNo,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmExposPubuseAreaPk,mgmPmsrgstPk,platGbCd,platPlc,pngtypGbNm,rnum,sigunguCd,splotNm,strctCd,strctCdNm
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,2,0049, ,0,주건축물,02003,다세대주택,11110-16353,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,229,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,2,0049, ,0,주건축물,02003,다세대주택,11110-16354,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,230,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16355,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,231,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16356,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,232,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16357,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,233,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16358,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,234,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16359,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,235,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16360,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26,236,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,1,0049, ,0,주건축물,02003,다세대주택,11110-16361,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,237,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,1,0049, ,0,주건축물,02003,다세대주택,11110-16362,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,238,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,1,0049, ,0,주건축물,02003,다세대주택,11110-16363,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,239,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,2,0049, ,0,주건축물,02003,다세대주택,11110-16364,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,240,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,2,0049, ,0,주건축물,02003,다세대주택,11110-16365,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,241,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,2,0049, ,0,주건축물,02003,다세대주택,11110-16366,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,242,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16367,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,243,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16368,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,244,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,3,0049, ,0,주건축물,02003,다세대주택,11110-16369,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,245,11110, ,21,철근콘크리트구조
144.21,10100, ,0056,20140711, ,1,전유,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16370,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,246,11110, ,21,철근콘크리트구조
20.3,10100, ,0056,20140711,계단실,2,공용,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16371,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,247,11110, ,21,철근콘크리트구조
57.85,10100, ,0056,20140711,주차장,2,공용,20,지상,4,0049, ,0,주건축물,02003,다세대주택,11110-16372,11110-2363,0,서울특별시 종로구 청운동 56-49번지,67.26A,248,11110, ,21,철근콘크리트구조
39.29,10100, ,0057,20161108, ,1,전유,40,각층,0,0027, ,0,주건축물,02003,다세대주택,11110-100017553,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,1,249,11110, ,21,철근콘크리트구조
29.31,10100, ,0057,20161108, ,1,전유,40,각층,0,0027, ,0,주건축물,02003,다세대주택,11110-100017554,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,2,250,11110, ,21,철근콘크리트구조
28.75,10100, ,0057,20161108, ,1,전유,20,지상,4,0027, ,0,주건축물,02003,다세대주택,11110-100017555,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,3,251,11110, ,21,철근콘크리트구조
46.78,10100, ,0057,20161108, ,1,전유,10,지하,1,0027, ,0,주건축물,03002,휴게음식점,11110-100017556,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,근생,252,11110, ,21,철근콘크리트구조
13.24,10100, ,0057,20161108,계단실,2,공용,40,각층,0,0027, ,0,주건축물,02003,다세대주택,11110-100017557,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,1,253,11110, ,21,철근콘크리트구조
6.62,10100, ,0057,20161108,주차장,2,공용,10,지하,1,0027, ,0,주건축물,02003,다세대주택,11110-100017558,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,1,254,11110, ,21,철근콘크리트구조
9.88,10100, ,0057,20161108,계단실,2,공용,40,각층,0,0027, ,0,주건축물,02003,다세대주택,11110-100017559,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,2,255,11110, ,21,철근콘크리트구조
4.94,10100, ,0057,20161108,주차장,2,공용,10,지하,1,0027, ,0,주건축물,02003,다세대주택,11110-100017560,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,2,256,11110, ,21,철근콘크리트구조
9.69,10100, ,0057,20161108,계단실,2,공용,40,각층,0,0027, ,0,주건축물,02003,다세대주택,11110-100017561,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,3,257,11110, ,21,철근콘크리트구조
4.85,10100, ,0057,20161108,주차장,2,공용,10,지하,1,0027, ,0,주건축물,02003,다세대주택,11110-100017562,11110-100024788,0,서울특별시 종로구 청운동 57-27번지,3,258,11110, ,21,철근콘크리트구조
70.93,10100, ,0057,20170603,다세대주택,1,전유,20,지상,4,0042, ,0,주건축물,02003,다세대주택,11110-100018693,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,27A,259,11110, ,21,철근콘크리트구조
73.46,10100, ,0057,20170603,다세대주택,1,전유,20,지상,3,0042, ,0,주건축물,02003,다세대주택,11110-100018694,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,28A,260,11110, ,21,철근콘크리트구조
118.42,10100, ,0057,20170603,다세대주택,1,전유,20,지상,2,0042, ,0,주건축물,02003,다세대주택,11110-100018695,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,45A,261,11110, ,21,철근콘크리트구조
121.43,10100, ,0057,20170603,다세대주택,1,전유,20,지상,1,0042, ,0,주건축물,02003,다세대주택,11110-100018696,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,46A,262,11110, ,21,철근콘크리트구조
44.41,10100, ,0057,20170603,주차장,2,공용,10,지하,1,0042, ,0,주건축물,02003,다세대주택,11110-100018697,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,27A,263,11110, ,21,철근콘크리트구조
18.65,10100, ,0057,20170603,계단실,2,공용,40,각층,0,0042, ,0,주건축물,02003,다세대주택,11110-100018698,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,27A,264,11110, ,21,철근콘크리트구조
45.99,10100, ,0057,20170603,주차장,2,공용,10,지하,1,0042, ,0,주건축물,02003,다세대주택,11110-100018699,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,28A,265,11110, ,21,철근콘크리트구조
19.13,10100, ,0057,20170603,계단실,2,공용,40,각층,0,0042, ,0,주건축물,02003,다세대주택,11110-100018700,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,28A,266,11110, ,21,철근콘크리트구조
74.14,10100, ,0057,20170603,주차장,2,공용,10,지하,1,0042, ,0,주건축물,02003,다세대주택,11110-100018701,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,45A,267,11110, ,21,철근콘크리트구조
30.44,10100, ,0057,20170603,계단실,2,공용,40,각층,0,0042, ,0,주건축물,02003,다세대주택,11110-100018702,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,45A,268,11110, ,21,철근콘크리트구조
76.03,10100, ,0057,20170603,주차장,2,공용,10,지하,1,0042, ,0,주건축물,02003,다세대주택,11110-100018703,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,46A,269,11110, ,21,철근콘크리트구조
29.97,10100, ,0057,20170603,계단실,2,공용,40,각층,0,0042, ,0,주건축물,02003,다세대주택,11110-100018704,11110-100025790,0,서울특별시 종로구 청운동 57-42번지,46A,270,11110, ,21,철근콘크리트구조
74.22,10100,57,0057,20130618, ,1,전유,20,지상,3,0064,64,0,주건축물,02003,다세대주택,11110-8104,11110-1006,0,서울특별시 종로구 청운동 57-64번지,32,271,11110,서울시 종로구 청운동,21,철근콘크리트구조
13.9,10100,57,0057,20130618,계단실,2,공용,20,지상,3,0064,64,0,주건축물,02003,다세대주택,11110-8105,11110-1006,0,서울특별시 종로구 청운동 57-64번지,32,272,11110,서울시 종로구 청운동,21,철근콘크리트구조
18.67,10100,57,0057,20130618,주차장,2,공용,20,지상,3,0064,64,0,주건축물,02003,다세대주택,11110-8106,11110-1006,0,서울특별시 종로구 청운동 57-64번지,32,273,11110,서울시 종로구 청운동,21,철근콘크리트구조
77.95,10100,57,0057,20130618, ,1,전유,20,지상,1,0064,64,0,주건축물,02003,다세대주택,11110-8107,11110-1006,0,서울특별시 종로구 청운동 57-64번지,34,274,11110,서울시 종로구 청운동,21,철근콘크리트구조
14.6,10100,57,0057,20130618,계단실,2,공용,20,지상,1,0064,64,0,주건축물,02003,다세대주택,11110-8108,11110-1006,0,서울특별시 종로구 청운동 57-64번지,34,275,11110,서울시 종로구 청운동,21,철근콘크리트구조
19.61,10100,57,0057,20130618,주차장,2,공용,20,지상,1,0064,64,0,주건축물,02003,다세대주택,11110-8109,11110-1006,0,서울특별시 종로구 청운동 57-64번지,34,276,11110,서울시 종로구 청운동,21,철근콘크리트구조
41.23,10100, ,0057,20150109,501호,1,전유,20,지상,5,0064, ,0,주건축물,02003,다세대주택,11110-100014263,11110-100021666,0,서울특별시 종로구 청운동 57-64번지,a,277,11110, ,32,경량철골구조
26.91,10100, ,0060,20090326, ,1,전유,22,복수층(상층),4,0000, ,0,주건축물,02003,다세대주택,11110-100002140,11110-100005957,0,서울특별시 종로구 청운동 60번지,21.7,278,11110, ,21,철근콘크리트구조
39.74,10100, ,0060,20090326, ,1,전유,21,복수층(하층),3,0000, ,0,주건축물,02003,다세대주택,11110-100002141,11110-100005957,0,서울특별시 종로구 청운동 60번지,21.7,279,11110, ,21,철근콘크리트구조
27.2,10100, ,0060,20090326, ,1,전유,21,복수층(하층),1,0000, ,0,주건축물,02003,다세대주택,11110-100002142,11110-100005957,0,서울특별시 종로구 청운동 60번지,22.3,280,11110, ,21,철근콘크리트구조
41.43,10100, ,0060,20090326, ,1,전유,22,복수층(상층),2,0000, ,0,주건축물,02003,다세대주택,11110-100002143,11110-100005957,0,서울특별시 종로구 청운동 60번지,22.3,281,11110, ,21,철근콘크리트구조
25.07,10100, ,0060,20090326, ,1,전유,22,복수층(상층),4,0000, ,0,주건축물,02003,다세대주택,11110-100002144,11110-100005957,0,서울특별시 종로구 청운동 60번지,23.4,282,11110, ,21,철근콘크리트구조
46.73,10100, ,0060,20090326, ,1,전유,21,복수층(하층),3,0000, ,0,주건축물,02003,다세대주택,11110-100002145,11110-100005957,0,서울특별시 종로구 청운동 60번지,23.4,283,11110, ,21,철근콘크리트구조
50.83,10100, ,0060,20090326, ,1,전유,22,복수층(상층),2,0000, ,0,주건축물,02003,다세대주택,11110-100002146,11110-100005957,0,서울특별시 종로구 청운동 60번지,25.6,284,11110, ,21,철근콘크리트구조
27.86,10100, ,0060,20090326, ,1,전유,21,복수층(하층),1,0000, ,0,주건축물,02003,다세대주택,11110-100002147,11110-100005957,0,서울특별시 종로구 청운동 60번지,25.6,285,11110, ,21,철근콘크리트구조
5.21,10100, ,0060,20090326,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-100002148,11110-100005957,0,서울특별시 종로구 청운동 60번지,21.7,286,11110, ,21,철근콘크리트구조
5.37,10100, ,0060,20090326,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-100002149,11110-100005957,0,서울특별시 종로구 청운동 60번지,22.3,287,11110, ,21,철근콘크리트구조
5.62,10100, ,0060,20090326,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-100002150,11110-100005957,0,서울특별시 종로구 청운동 60번지,23.4,288,11110, ,21,철근콘크리트구조
6.16,10100, ,0060,20090326,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-100002151,11110-100005957,0,서울특별시 종로구 청운동 60번지,25.6,289,11110, ,21,철근콘크리트구조
65.05,10100, ,0079,20090326, ,1,전유,20,지상,1,0002, ,0,주건축물,02003,다세대주택,11110-12221,11110-1790,0,서울특별시 종로구 청운동 79-2번지,23,290,11110, ,21,철근콘크리트구조
6.6,10100, ,0079,20090326,계단실,2,공용,40,각층,0,0002, ,0,주건축물,02003,다세대주택,11110-12222,11110-1790,0,서울특별시 종로구 청운동 79-2번지,23,291,11110, ,21,철근콘크리트구조
5.15,10100, ,0079,20090326,주차장,2,공용,20,지상,1,0002, ,0,주건축물,02003,다세대주택,11110-12223,11110-1790,0,서울특별시 종로구 청운동 79-2번지,23,292,11110, ,21,철근콘크리트구조
66.35,10100, ,0079,20090326, ,1,전유,20,지상,2,0002, ,0,주건축물,02003,다세대주택,11110-12224,11110-1790,0,서울특별시 종로구 청운동 79-2번지,24,293,11110, ,21,철근콘크리트구조
6.74,10100, ,0079,20090326,계단실,2,공용,40,각층,0,0002, ,0,주건축물,02003,다세대주택,11110-12225,11110-1790,0,서울특별시 종로구 청운동 79-2번지,24,294,11110, ,21,철근콘크리트구조
5.25,10100, ,0079,20090326,주차장,2,공용,20,지상,1,0002, ,0,주건축물,02003,다세대주택,11110-12226,11110-1790,0,서울특별시 종로구 청운동 79-2번지,24,295,11110, ,21,철근콘크리트구조
66.35,10100, ,0079,20090326, ,1,전유,20,지상,3,0002, ,0,주건축물,02003,다세대주택,11110-12227,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,296,11110, ,21,철근콘크리트구조
6.74,10100, ,0079,20090326,계단실,2,공용,40,각층,0,0002, ,0,주건축물,02003,다세대주택,11110-12228,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,297,11110, ,21,철근콘크리트구조
0,10100, ,0079,20090326,주차장,2,공용,20,지상,1,0002, ,0,주건축물,02003,다세대주택,11110-12229,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,298,11110, ,21,철근콘크리트구조
46.22,10100, ,0079,20090326, ,1,전유,20,지상,4,0002, ,0,주건축물,02003,다세대주택,11110-12230,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,299,11110, ,21,철근콘크리트구조
4.69,10100, ,0079,20090326,계단실,2,공용,40,각층,0,0002, ,0,주건축물,02003,다세대주택,11110-12231,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,300,11110, ,21,철근콘크리트구조
3.66,10100, ,0079,20090326,주차장,2,공용,20,지상,1,0002, ,0,주건축물,02003,다세대주택,11110-12232,11110-1790,0,서울특별시 종로구 청운동 79-2번지,40,301,11110, ,21,철근콘크리트구조
84.73,10100, ,0089,20090326, ,1,전유,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9408,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.75D,302,11110, ,21,철근콘크리트구조
16.67,10100, ,0089,20090326,계단실,2,공용,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9409,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.75D,303,11110, ,21,철근콘크리트구조
36.63,10100, ,0089,20090326,주차장,2,공용,10,지하,1,0005, ,0,주건축물,02002,연립주택,11110-9410,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.75D,304,11110, ,21,철근콘크리트구조
84.82,10100, ,0089,20090326, ,1,전유,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9411,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.80C,305,11110, ,21,철근콘크리트구조
16.69,10100, ,0089,20090326,계단실,2,공용,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9412,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.80C,306,11110, ,21,철근콘크리트구조
36.67,10100, ,0089,20090326,주차장,2,공용,10,지하,1,0005, ,0,주건축물,02002,연립주택,11110-9413,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.80C,307,11110, ,21,철근콘크리트구조
84.93,10100, ,0089,20090326, ,1,전유,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9414,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.85A,308,11110, ,21,철근콘크리트구조
36.71,10100, ,0089,20090326,주차장,2,공용,10,지하,1,0005, ,0,주건축물,02002,연립주택,11110-9415,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.85A,309,11110, ,21,철근콘크리트구조
16.71,10100, ,0089,20090326,계단실,2,공용,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9416,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.85A,310,11110, ,21,철근콘크리트구조
84.96,10100, ,0089,20090326, ,1,전유,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9417,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.87B,311,11110, ,21,철근콘크리트구조
16.72,10100, ,0089,20090326,계단실,2,공용,40,각층,0,0005, ,0,주건축물,02002,연립주택,11110-9418,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.87B,312,11110, ,21,철근콘크리트구조
36.73,10100, ,0089,20090326,주차장,2,공용,20,지상,1,0005, ,0,주건축물,02002,연립주택,11110-9419,11110-1530,0,서울특별시 종로구 청운동 89-5번지,41.87B,313,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,10,지하,1,0017, ,0,주건축물,02003,다세대주택,11110-6436,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,314,11110, ,21,철근콘크리트구조
73.98,10100, ,0089,20090326,1세대,1,전유,20,지상,1,0017, ,0,주건축물,02003,다세대주택,11110-6437,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,315,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,1,0017, ,0,주건축물,02003,다세대주택,11110-6438,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,316,11110, ,21,철근콘크리트구조
73.98,10100, ,0089,20090326,1세대,1,전유,20,지상,2,0017, ,0,주건축물,02003,다세대주택,11110-6439,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,317,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,2,0017, ,0,주건축물,02003,다세대주택,11110-6440,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,318,11110, ,21,철근콘크리트구조
73.98,10100, ,0089,20090326,1세대,1,전유,20,지상,3,0017, ,0,주건축물,02003,다세대주택,11110-6441,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,319,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,3,0017, ,0,주건축물,02003,다세대주택,11110-6442,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,320,11110, ,21,철근콘크리트구조
73.98,10100, ,0089,20090326,1세대,1,전유,20,지상,4,0017, ,0,주건축물,02003,다세대주택,11110-6443,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,321,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,4,0017, ,0,주건축물,02003,다세대주택,11110-6444,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,322,11110, ,21,철근콘크리트구조
74.14,10100, ,0089,20090326,1세대,1,전유,10,지하,1,0017, ,0,주건축물,02003,다세대주택,11110-6445,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,323,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,10,지하,1,0017, ,0,주건축물,02003,다세대주택,11110-6446,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,324,11110, ,21,철근콘크리트구조
74.14,10100, ,0089,20090326,1세대,1,전유,20,지상,1,0017, ,0,주건축물,02003,다세대주택,11110-6447,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,325,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,1,0017, ,0,주건축물,02003,다세대주택,11110-6448,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,326,11110, ,21,철근콘크리트구조
74.14,10100, ,0089,20090326,1세대,1,전유,20,지상,2,0017, ,0,주건축물,02003,다세대주택,11110-6449,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,327,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,2,0017, ,0,주건축물,02003,다세대주택,11110-6450,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,328,11110, ,21,철근콘크리트구조
74.14,10100, ,0089,20090326,1세대,1,전유,20,지상,3,0017, ,0,주건축물,02003,다세대주택,11110-6451,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,329,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,3,0017, ,0,주건축물,02003,다세대주택,11110-6452,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,330,11110, ,21,철근콘크리트구조
74.14,10100, ,0089,20090326,1세대,1,전유,20,지상,4,0017, ,0,주건축물,02003,다세대주택,11110-6453,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,331,11110, ,21,철근콘크리트구조
10.5,10100, ,0089,20090326,계단실,2,공용,20,지상,4,0017, ,0,주건축물,02003,다세대주택,11110-6454,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.6,332,11110, ,21,철근콘크리트구조
73.98,10100, ,0089,20090326,1세대,1,전유,10,지하,1,0017, ,0,주건축물,02003,다세대주택,11110-6435,11110-799,0,서울특별시 종로구 청운동 89-17번지,25.56,333,11110, ,21,철근콘크리트구조
107.64,10100, ,0089,20090326, ,1,전유,20,지상,1,0022, ,0,주건축물,02003,다세대주택,11110-7840,11110-947,0,서울특별시 종로구 청운동 89-22번지,32,334,11110, ,21,철근콘크리트구조
78.91,10100, ,0107,20180608, ,1,전유,20,지상,1,0000, ,0,주건축물,02003,다세대주택,11110-16178,11110-2326,0,서울특별시 종로구 청운동 107번지,21B,335,11110, ,21,철근콘크리트구조
20.37,10100, ,0107,20180608,주차장,2,공용,10,지하,1,0000, ,0,주건축물,02003,다세대주택,11110-16179,11110-2326,0,서울특별시 종로구 청운동 107번지,21B,336,11110, ,21,철근콘크리트구조
11.64,10100, ,0107,20180608,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-16180,11110-2326,0,서울특별시 종로구 청운동 107번지,21B,337,11110, ,21,철근콘크리트구조
84.55,10100, ,0107,20180608, ,1,전유,20,지상,0,0000, ,0,주건축물,02003,다세대주택,11110-16181,11110-2326,0,서울특별시 종로구 청운동 107번지,25A,338,11110, ,21,철근콘크리트구조
21.23,10100, ,0107,20180608,주차장,2,공용,10,지하,1,0000, ,0,주건축물,02003,다세대주택,11110-16182,11110-2326,0,서울특별시 종로구 청운동 107번지,25A,339,11110, ,21,철근콘크리트구조
12.12,10100, ,0107,20180608,계단실,2,공용,40,각층,0,0000, ,0,주건축물,02003,다세대주택,11110-16183,11110-2326,0,서울특별시 종로구 청운동 107번지,25A,340,11110, ,21,철근콘크리트구조
