bjdongCd,block,bun,changGbCd,changGbCdNm,crtnDay,flrGbCd,flrGbCdNm,flrNo,hoNm,hoNo,ji,lot,mgmDongOulnPk,mgmHoDetlPk,mgmPmsrgstPk,platGbCd,platPlc,pngtypGbNm,rnum,sigunguCd,splotNm
10100, ,0089, , ,20090326,20,지상,4, ,5,0005, ,11110-1986,11110-11850,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,135,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,6,0005, ,11110-1986,11110-11851,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,136,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,7,0005, ,11110-1986,11110-11852,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,137,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,8,0005, ,11110-1986,11110-11853,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,138,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,9,0005, ,11110-1986,11110-11854,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,139,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,10,0005, ,11110-1986,11110-11855,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,140,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,11,0005, ,11110-1986,11110-11856,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,141,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,12,0005, ,11110-1986,11110-11857,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,142,11110, 
10100, ,0089, , ,20090326,20,지상,3, ,13,0005, ,11110-1986,11110-11858,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,143,11110, 
10100, ,0089, , ,20090326,20,지상,3, ,14,0005, ,11110-1986,11110-11859,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,144,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,15,0005, ,11110-1986,11110-11860,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,145,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,16,0005, ,11110-1986,11110-11861,11110-1530,0,서울특별시 종로구 청운동 89-5번지, ,146,11110, 
10100, ,0089, , ,20090326,10,지하,1, ,1,0017, ,11110-1198,11110-9638,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,147,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,2,0017, ,11110-1198,11110-9639,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,148,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,3,0017, ,11110-1198,11110-9640,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,149,11110, 
10100, ,0089, , ,20090326,20,지상,3, ,4,0017, ,11110-1198,11110-9641,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,150,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,5,0017, ,11110-1198,11110-9642,11110-799,0,서울특별시 종로구 청운동 89-17번지, ,151,11110, 
10100, ,0089, , ,20090326,10,지하,1, ,1,0022, ,11110-1347,11110-10990,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,152,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,2,0022, ,11110-1347,11110-10991,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,153,11110, 
10100, ,0089, , ,20090326,20,지상,1, ,3,0022, ,11110-1347,11110-10992,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,154,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,4,0022, ,11110-1347,11110-10993,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,155,11110, 
10100, ,0089, , ,20090326,20,지상,2, ,5,0022, ,11110-1347,11110-10994,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,156,11110, 
10100, ,0089, , ,20090326,20,지상,3, ,6,0022, ,11110-1347,11110-10995,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,157,11110, 
10100, ,0089, , ,20090326,20,지상,3, ,7,0022, ,11110-1347,11110-10996,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,158,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,8,0022, ,11110-1347,11110-10997,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,159,11110, 
10100, ,0089, , ,20090326,20,지상,4, ,9,0022, ,11110-1347,11110-10998,11110-947,0,서울특별시 종로구 청운동 89-22번지, ,160,11110, 
10100, ,0107, , ,20180608,20,지상,1, ,1,0000, ,11110-2857,11110-17085,11110-2326,0,서울특별시 종로구 청운동 107번지, ,161,11110, 
10100, ,0107, , ,20180608,20,지상,2, ,2,0000, ,11110-2857,11110-17086,11110-2326,0,서울특별시 종로구 청운동 107번지, ,162,11110, 
10100, ,0107, , ,20180608,20,지상,3, ,3,0000, ,11110-2857,11110-17087,11110-2326,0,서울특별시 종로구 청운동 107번지, ,163,11110, 
10100, ,0107, , ,20180608,20,지상,4, ,4,0000, ,11110-2857,11110-17088,11110-2326,0,서울특별시 종로구 청운동 107번지, ,164,11110, 
10100,108,0108, , ,20100604,20,지상,4,14,7,0014,14,11110-808,11110-6224,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,165,11110, 
10100,108,0108, , ,20100604,20,지상,4,14,6,0014,14,11110-808,11110-6223,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,166,11110, 
10100,108,0108, , ,20100604,20,지상,3,14,5,0014,14,11110-808,11110-6222,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,167,11110, 
10100,108,0108, , ,20100604,20,지상,3,14,4,0014,14,11110-808,11110-6221,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,168,11110, 
10100,108,0108, , ,20100604,20,지상,2,14,3,0014,14,11110-808,11110-6220,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,169,11110, 
10100,108,0108, , ,20100604,20,지상,2,14,2,0014,14,11110-808,11110-6219,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,170,11110, 
10100,108,0108, , ,20100604,20,지상,1,14,1,0014,14,11110-808,11110-6218,11110-441,0,서울특별시 종로구 청운동 108-14번지,14,171,11110, 
10200, ,0002, , ,20131126,20,지상,1, ,2,0007, ,11110-504,11110-1674,11110-291,0,서울특별시 종로구 신교동 2-7번지, ,1,11110, 
10200, ,0002, , ,20131126,20,지상,2, ,3,0007, ,11110-504,11110-1675,11110-291,0,서울특별시 종로구 신교동 2-7번지, ,2,11110, 
10200, ,0002, , ,20131126,20,지상,3, ,4,0007, ,11110-504,11110-1676,11110-291,0,서울특별시 종로구 신교동 2-7번지, ,3,11110, 
10200, ,0006, , ,20150107,20,지상,2, ,0,0006, ,11110-100020965,11110-100010544,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,4,11110, 
10200, ,0006, , ,20150107,20,지상,5, ,0,0006, ,11110-100020965,11110-100010545,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,5,11110, 
10200, ,0006, , ,20150107,20,지상,4, ,0,0006, ,11110-100020965,11110-100010546,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,6,11110, 
10200, ,0006, , ,20150107,20,지상,4, ,0,0006, ,11110-100020965,11110-100010547,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,7,11110, 
10200, ,0006, , ,20150107,20,지상,3, ,0,0006, ,11110-100020965,11110-100010548,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,8,11110, 
10200, ,0006, , ,20150107,20,지상,5, ,0,0006, ,11110-100020965,11110-100010549,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,9,11110, 
10200, ,0006, , ,20150107,20,지상,2, ,0,0006, ,11110-100020965,11110-100010550,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,10,11110, 
10200, ,0006, , ,20150107,20,지상,3, ,0,0006, ,11110-100020965,11110-100010551,11110-100017446,0,서울특별시 종로구 신교동 6-6번지, ,11,11110, 
10200, ,0006, , ,20090326,20,지상,1, ,1,0011, ,11110-1224,11110-9648,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,12,11110, 
10200, ,0006, , ,20090326,20,지상,1, ,2,0011, ,11110-1224,11110-9649,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,13,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,3,0011, ,11110-1224,11110-9650,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,14,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,4,0011, ,11110-1224,11110-9651,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,15,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,5,0011, ,11110-1224,11110-9652,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,16,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,6,0011, ,11110-1224,11110-9653,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,17,11110, 
10200, ,0006, , ,20090326,20,지상,4, ,7,0011, ,11110-1224,11110-9654,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,18,11110, 
10200, ,0006, , ,20090326,20,지상,4, ,8,0011, ,11110-1224,11110-9655,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,19,11110, 
10200, ,0006, , ,20090326,20,지상,5, ,9,0011, ,11110-1224,11110-9656,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,20,11110, 
10200, ,0006, , ,20090326,20,지상,5, ,10,0011, ,11110-1224,11110-9657,11110-825,0,서울특별시 종로구 신교동 6-11번지, ,21,11110, 
10200, ,0006, , ,20090326,20,지상,1, ,1,0013, ,11110-1331,11110-10944,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,22,11110, 
10200, ,0006, , ,20090326,20,지상,1, ,2,0013, ,11110-1331,11110-10945,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,23,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,3,0013, ,11110-1331,11110-10946,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,24,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,4,0013, ,11110-1331,11110-10947,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,25,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,5,0013, ,11110-1331,11110-10948,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,26,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,6,0013, ,11110-1331,11110-10949,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,27,11110, 
10200, ,0006, , ,20090326,20,지상,4, ,7,0013, ,11110-1331,11110-10950,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,28,11110, 
10200, ,0006, , ,20090326,20,지상,4, ,8,0013, ,11110-1331,11110-10951,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,29,11110, 
10200, ,0006, , ,20090326,20,지상,5, ,9,0013, ,11110-1331,11110-10952,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,30,11110, 
10200, ,0006, , ,20090326,20,지상,5, ,10,0013, ,11110-1331,11110-10953,11110-931,0,서울특별시 종로구 신교동 6-13번지, ,31,11110, 
10200, ,0006, , ,20140724,10,지하,1, ,0,0025, ,11110-100010594,11110-100003631,11110-100012519,0,서울특별시 종로구 신교동 6-25번지, ,32,11110, 
10200, ,0006, , ,20090326,20,지상,1, ,1,0049, ,11110-1898,11110-11523,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,33,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,2,0049, ,11110-1898,11110-11524,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,34,11110, 
10200, ,0006, , ,20090326,20,지상,2, ,3,0049, ,11110-1898,11110-11525,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,35,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,4,0049, ,11110-1898,11110-11526,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,36,11110, 
10200, ,0006, , ,20090326,20,지상,3, ,5,0049, ,11110-1898,11110-11527,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,37,11110, 
10200, ,0006, , ,20090326,20,지상,4, ,6,0049, ,11110-1898,11110-11528,11110-1444,0,서울특별시 종로구 신교동 6-49번지, ,38,11110, 
10200, ,0006, , ,20131010,20,지상,1, ,1,0053, ,11110-2000,11110-12033,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,39,11110, 
10200, ,0006, , ,20131010,20,지상,1, ,2,0053, ,11110-2000,11110-12034,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,40,11110, 
10200, ,0006, , ,20131010,20,지상,2, ,3,0053, ,11110-2000,11110-12035,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,41,11110, 
10200, ,0006, , ,20131010,20,지상,2, ,4,0053, ,11110-2000,11110-12036,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,42,11110, 
10200, ,0006, , ,20131010,20,지상,3, ,5,0053, ,11110-2000,11110-12037,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,43,11110, 
10200, ,0006, , ,20131010,20,지상,3, ,6,0053, ,11110-2000,11110-12038,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,44,11110, 
10200, ,0006, , ,20131010,20,지상,4, ,7,0053, ,11110-2000,11110-12039,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,45,11110, 
10200, ,0006, , ,20131010,20,지상,4, ,8,0053, ,11110-2000,11110-12040,11110-1541,0,서울특별시 종로구 신교동 6-53번지, ,46,11110, 
10200, ,0006, , ,20150331,20,지상,3, ,5,0080, ,11110-100021815,11110-100011161,11110-100020854,0,서울특별시 종로구 신교동 6-80번지, ,47,11110, 
10200, ,0006, , ,20150331,20,지상,2, ,4,0080, ,11110-100021815,11110-100011162,11110-100020854,0,서울특별시 종로구 신교동 6-80번지, ,48,11110, 
10200, ,0006, , ,20150331,20,지상,4, ,7,0080, ,11110-100021815,11110-100011163,11110-100020854,0,서울특별시 종로구 신교동 6-80번지, ,49,11110, 
10200,12,0012, , ,20131126,20,지상,2, ,1,0000, ,11110-459,11110-1594,11110-265,0,서울특별시 종로구 신교동 12번지, ,50,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,2, ,2,0000, ,11110-459,11110-1595,11110-265,0,서울특별시 종로구 신교동 12번지, ,51,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,3, ,3,0000, ,11110-459,11110-1596,11110-265,0,서울특별시 종로구 신교동 12번지, ,52,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,3, ,4,0000, ,11110-459,11110-1597,11110-265,0,서울특별시 종로구 신교동 12번지, ,53,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,4, ,5,0000, ,11110-459,11110-1598,11110-265,0,서울특별시 종로구 신교동 12번지, ,54,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,4, ,6,0000, ,11110-459,11110-1599,11110-265,0,서울특별시 종로구 신교동 12번지, ,55,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,5, ,7,0000, ,11110-459,11110-1600,11110-265,0,서울특별시 종로구 신교동 12번지, ,56,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,5, ,8,0000, ,11110-459,11110-1601,11110-265,0,서울특별시 종로구 신교동 12번지, ,57,11110,서울특별시 종로구 신교동
10200,12,0012, , ,20131126,20,지상,0, ,9,0000, ,11110-459,11110-1602,11110-265,0,서울특별시 종로구 신교동 12번지, ,58,11110,서울특별시 종로구 신교동
10200, ,0017, , ,20140905,20,지상,6, ,0,0006, ,11110-100019920,11110-100009498,11110-100020680,0,서울특별시 종로구 신교동 17-6번지, ,59,11110, 
10200, ,0017, , ,20090326,10,지하,1, ,1,0009, ,11110-5350,11110-19979,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,60,11110, 
10200, ,0017, , ,20090326,20,지상,1, ,2,0009, ,11110-5350,11110-19980,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,61,11110, 
10200, ,0017, , ,20090326,20,지상,2, ,3,0009, ,11110-5350,11110-19981,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,62,11110, 
10200, ,0017, , ,20090326,20,지상,3, ,4,0009, ,11110-5350,11110-19982,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,63,11110, 
10200, ,0017, , ,20090326,20,지상,4, ,5,0009, ,11110-5350,11110-19983,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,64,11110, 
10200, ,0017, , ,20090326,20,지상,5, ,6,0009, ,11110-5350,11110-19984,11110-4615,0,서울특별시 종로구 신교동 17-9번지, ,65,11110, 
10200, ,0017, , ,20170524,20,지상,3, ,0,0010, ,11110-100027979,11110-100013686,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,66,11110, 
10200, ,0017, , ,20170524,20,지상,2, ,0,0010, ,11110-100027979,11110-100013687,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,67,11110, 
10200, ,0017, , ,20170524,20,지상,3, ,0,0010, ,11110-100027979,11110-100013688,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,68,11110, 
10200, ,0017, , ,20170524,20,지상,2, ,0,0010, ,11110-100027979,11110-100013689,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,69,11110, 
10200, ,0017, , ,20170524,20,지상,2, ,0,0010, ,11110-100027979,11110-100013690,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,70,11110, 
10200, ,0017, , ,20170524,20,지상,4, ,0,0010, ,11110-100027979,11110-100013691,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,71,11110, 
10200, ,0017, , ,20170524,20,지상,4, ,0,0010, ,11110-100027979,11110-100013692,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,72,11110, 
10200, ,0017, , ,20170524,20,지상,3, ,0,0010, ,11110-100027979,11110-100013693,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,73,11110, 
10200, ,0017, , ,20170524,20,지상,1, ,0,0010, ,11110-100027979,11110-100013694,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,74,11110, 
10200, ,0017, , ,20170524,20,지상,4, ,0,0010, ,11110-100027979,11110-100013695,11110-100026235,0,서울특별시 종로구 신교동 17-10번지, ,75,11110, 
10200, ,0017, , ,20110723,20,지상,3, ,4,0021, ,11110-5451,11110-20113,11110-4777,0,서울특별시 종로구 신교동 17-21번지, ,76,11110, 
10200, ,0017, , ,20110723,20,지상,4, ,5,0021, ,11110-5451,11110-20114,11110-4777,0,서울특별시 종로구 신교동 17-21번지, ,77,11110, 
10200, ,0017, , ,20110723,10,지하,1, ,1,0021, ,11110-5451,11110-20110,11110-4777,0,서울특별시 종로구 신교동 17-21번지, ,78,11110, 
10200, ,0017, , ,20110723,20,지상,1, ,2,0021, ,11110-5451,11110-20111,11110-4777,0,서울특별시 종로구 신교동 17-21번지, ,79,11110, 
10200, ,0017, , ,20110723,20,지상,2, ,3,0021, ,11110-5451,11110-20112,11110-4777,0,서울특별시 종로구 신교동 17-21번지, ,80,11110, 
10200, ,0017, , ,20110723,10,지하,1, ,1,0021, ,11110-5362,11110-20043,11110-4627,0,서울특별시 종로구 신교동 17-21번지, ,81,11110, 
10200, ,0017, , ,20110723,20,지상,1, ,2,0021, ,11110-5362,11110-20044,11110-4627,0,서울특별시 종로구 신교동 17-21번지, ,82,11110, 
10200, ,0017, , ,20110723,20,지상,2, ,3,0021, ,11110-5362,11110-20045,11110-4627,0,서울특별시 종로구 신교동 17-21번지, ,83,11110, 
10200, ,0017, , ,20110723,20,지상,3, ,4,0021, ,11110-5362,11110-20046,11110-4627,0,서울특별시 종로구 신교동 17-21번지, ,84,11110, 
10200, ,0017, , ,20110723,20,지상,4, ,5,0021, ,11110-5362,11110-20047,11110-4627,0,서울특별시 종로구 신교동 17-21번지, ,85,11110, 
10200, ,0017, , ,20100827,10,지하,1, ,1,0044, ,11110-149,11110-67,11110-141,0,서울특별시 종로구 신교동 17-44번지, ,86,11110, 
10200, ,0017, , ,20100827,20,지상,1, ,2,0044, ,11110-149,11110-68,11110-141,0,서울특별시 종로구 신교동 17-44번지, ,87,11110, 
10200, ,0017, , ,20100827,20,지상,2, ,3,0044, ,11110-149,11110-69,11110-141,0,서울특별시 종로구 신교동 17-44번지, ,88,11110, 
10200, ,0017, , ,20100827,20,지상,3, ,4,0044, ,11110-149,11110-70,11110-141,0,서울특별시 종로구 신교동 17-44번지, ,89,11110, 
10200, ,0017, , ,20100827,20,지상,4, ,5,0044, ,11110-149,11110-71,11110-141,0,서울특별시 종로구 신교동 17-44번지, ,90,11110, 
10200, ,0017, , ,20090326,20,지상,1, ,1,0046, ,11110-3867,11110-19081,11110-3238,0,서울특별시 종로구 신교동 17-46번지, ,91,11110, 
10200, ,0017, , ,20090326,20,지상,3, ,2,0046, ,11110-3867,11110-19082,11110-3238,0,서울특별시 종로구 신교동 17-46번지, ,92,11110, 
10200, ,0059, , ,20120831,20,지상,2, ,0,0000, ,11110-100014855,11110-100005416,11110-100016304,0,서울특별시 종로구 신교동 59번지, ,93,11110, 
10200, ,0059, , ,20130417,20,지상,2, ,0,0000, ,11110-100016135,11110-100006664,11110-100017374,0,서울특별시 종로구 신교동 59번지, ,94,11110, 
10200, ,0070, , ,20131126,20,지상,2, ,1,0001, ,11110-919,11110-6383,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,95,11110, 
10200, ,0070, , ,20131126,20,지상,2, ,2,0001, ,11110-919,11110-6384,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,96,11110, 
10200, ,0070, , ,20131126,20,지상,3, ,3,0001, ,11110-919,11110-6385,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,97,11110, 
10200, ,0070, , ,20131126,20,지상,3, ,4,0001, ,11110-919,11110-6386,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,98,11110, 
10200, ,0070, , ,20131126,20,지상,4, ,5,0001, ,11110-919,11110-6387,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,99,11110, 
10200, ,0070, , ,20131126,20,지상,4, ,6,0001, ,11110-919,11110-6388,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,100,11110, 
10200, ,0070, , ,20131126,20,지상,5, ,7,0001, ,11110-919,11110-6389,11110-550,0,서울특별시 종로구 신교동 70-1번지, ,101,11110, 
