번호,접속 사이트,제공항목(데이터셋),폴더명,작업자,시작일,종료일,검토자,진행상태,비고,획득방식,제공방식,원본제공처,비고0,비고2_comment,자료명,서비스명,사이트,서비스키헤더,서비스키명,서비스키,파라미터,제공방식,데이터타입,참고문서,참고문서타입,주기,비고_파라미터설명,완료여부,API PGM ID,파일명
206,국가통계포털,"주택의 종류, 연면적 및 거주인수별 주택-시군구","206_주택의 종류, 연면적 및 거주인수별 주택-시군구",,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10206.py,TB_OD10206_yyyymm.csv
207,국가통계포털,"주택의 종류, 연면적 및 건축연도별 주택-시군구","207_주택의 종류, 연면적 및 건축연도별 주택-시군구",,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10207.py,TB_OD10207_yyyymm.csv
208,국가통계포털,연면적 및 거주가구수별 단독주택-시군구,208_연면적 및 거주가구수별 단독주택-시군구,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10208.py,TB_OD10208_yyyymm.csv
209,국가통계포털,거주가구수 및 총방수별 단독주택-시군구,209_거주가구수 및 총방수별 단독주택-시군구,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10209.py,TB_OD10209_yyyymm.csv
210,국가통계포털,주택의 종류별 주택-읍면동,210_주택의 종류별 주택-읍면동,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10210.py,TB_OD10210_yyyy.csv
211,국가통계포털,주택의 종류/연건평/건축년도별 주택-시군구,211_주택의 종류_연건평_건축년도별 주택-시군구,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10211.py,TB_OD10211_yyyymm.csv
212,국가통계포털,연건평/대지면적별 단독주택-시군구,212_연건평_대지면적별 단독주택-시군구,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10212.py,TB_OD10212_yyyymm.csv
213,국가통계포털,행정구역/주택의 종류/점유형태별 총조사주택,213_행정구역_주택의 종류_점유형태별 총조사주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10213.py,TB_OD10213_yyyy.csv
214,국가통계포털,행정구역/주택의 종류/연건평/건축년도별 총조사주택,214_행정구역_주택의 종류_연건평_건축년도별 총조사주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10214.py,TB_OD10214_yyyy.csv
215,국가통계포털,시도/주택의종류/연건평/건축년도별 주택,215_시도_주택의종류_연건평_건축년도별 주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10215.py,TB_OD10215_yyyymm.csv
216,국가통계포털,시도/연건평/대지면적별 단독주택,216_시도_연건평_대지면적별 단독주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10216.py,TB_OD10216_yyyymm.csv
217,국가통계포털,행정구역/주택의종류/점유형태별 주택,217_행정구역_주택의종류_점유형태별 주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10217.py,TB_OD10217_yyyy.csv
218,국가통계포털,행정구역/주택의 종류/점유형태별 주택,218_행정구역_주택의 종류_점유형태별 주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10218.py,TB_OD10218_yyyymm.csv
219,국가통계포털,행정구역/주택의 종류/점유형태별 주택,219_행정구역_주택의 종류_점유형태별 주택,,,,,,,,API or DATA,통계청,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10219.py,TB_OD10219_yyyymm.csv
220,국가통계포털,행정구역별 건축물거래현황,220_행정구역별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10220.py,TB_OD10220_yyyymm.csv
221,국가통계포털,행정구역별 건축물거래현황,221_행정구역별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10221.py,TB_OD10221_yyyymm.csv
222,국가통계포털,년도별 세부항목 건축물거래현황,222_년도별 세부항목 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10222.py,TB_OD10222_yyyymm.csv
223,국가통계포털,거래규모별 건축물거래현황,223_거래규모별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10223.py,TB_OD10223_yyyymm.csv
224,국가통계포털,거래원인별 건축물거래현황,224_거래원인별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10224.py,TB_OD10224_yyyymm.csv
225,국가통계포털,거래주체별 건축물거래현황,225_거래주체별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10225.py,TB_OD10225_yyyymm.csv
226,국가통계포털,건물용도별 건축물거래현황,226_건물용도별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10226.py,TB_OD10226_yyyymm.csv
227,국가통계포털,매입자거주지별 건축물거래현황,227_매입자거주지별 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10227.py,TB_OD10227_yyyymm.csv
228,국가통계포털,신탁/신탁해지 건축물거래현황,228_신탁_신탁해지 건축물거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10228.py,TB_OD10228_yyyymm.csv
229,국가통계포털,행정구역별 아파트거래현황,229_행정구역별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10229.py,TB_OD10229_yyyymm.csv
230,국가통계포털,행정구역별 아파트거래현황,230_행정구역별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10230.py,TB_OD10230_yyyymm.csv
231,국가통계포털,년도별 세부항목 아파트거래현황,231_년도별 세부항목 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10231.py,TB_OD10231_yyyymm.csv
232,국가통계포털,거래규모별 아파트거래현황,232_거래규모별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10232.py,TB_OD10232_yyyymm.csv
233,국가통계포털,거래원인별 아파트거래현황,233_거래원인별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10233.py,TB_OD10233_yyyymm.csv
234,국가통계포털,거래주체별 아파트거래현황,234_거래주체별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10234.py,TB_OD10234_yyyymm.csv
235,국가통계포털,매입자거주지별 아파트거래현황,235_매입자거주지별 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10235.py,TB_OD10235_yyyymm.csv
236,국가통계포털,신탁/신탁해지 아파트거래현황,236_신탁_신탁해지 아파트거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10236.py,TB_OD10236_yyyymm.csv
237,국가통계포털,행정구역별 아파트매매거래현황,237_행정구역별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10237.py,TB_OD10237_yyyymm.csv
238,국가통계포털,행정구역별 아파트매매거래현황,238_행정구역별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10238.py,TB_OD10238_yyyymm.csv
239,국가통계포털,년도별 세부항목 아파트매매거래현황,239_년도별 세부항목 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10239.py,TB_OD10239_yyyymm.csv
240,국가통계포털,거래규모별 아파트매매거래현황,240_거래규모별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10240.py,TB_OD10240_yyyymm.csv
241,국가통계포털,거래주체별 아파트매매거래현황,241_거래주체별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10241.py,TB_OD10241_yyyymm.csv
242,국가통계포털,매입자거주지별 아파트매매거래현황,242_매입자거주지별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10242.py,TB_OD10242_yyyymm.csv
243,국가통계포털,매입자연령대별 아파트매매거래현황,243_매입자연령대별 아파트매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10243.py,TB_OD10243_yyyymm.csv
244,국가통계포털,행정구역별 주택거래현황,244_행정구역별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10244.py,TB_OD10244_yyyymm.csv
245,국가통계포털,행정구역별 주택거래현황,245_행정구역별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10245.py,TB_OD10245_yyyymm.csv
246,국가통계포털,년도별 세부항목 주택거래현황,246_년도별 세부항목 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10246.py,TB_OD10246_yyyymm.csv
247,국가통계포털,거래규모별 주택거래현황,247_거래규모별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10247.py,TB_OD10247_yyyymm.csv
248,국가통계포털,거래원인별 주택거래현황,248_거래원인별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10248.py,TB_OD10248_yyyymm.csv
249,국가통계포털,거래주체별 주택거래현황,249_거래주체별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10249.py,TB_OD10249_yyyymm.csv
250,국가통계포털,주택유형별 주택거래현황,250_주택유형별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10250.py,TB_OD10250_yyyymm.csv
251,국가통계포털,매입자거주지별 주택거래현황,251_매입자거주지별 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10251.py,TB_OD10251_yyyymm.csv
252,국가통계포털,신탁/신탁해지 주택거래현황,252_신탁_신탁해지 주택거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10252.py,TB_OD10252_yyyymm.csv
253,국가통계포털,행정구역별 주택매매거래현황,253_행정구역별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10253.py,TB_OD10253_yyyymm.csv
254,국가통계포털,행정구역별 주택매매거래현황,254_행정구역별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,"253 중복, 20190419 삭제",TB_OD10254.py,TB_OD10254_yyyymm.csv
255,국가통계포털,년도별 세부항목 주택매매거래현황,255_년도별 세부항목 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10255.py,TB_OD10255_yyyy.csv
256,국가통계포털,거래규모별 주택매매거래현황,256_거래규모별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10256.py,TB_OD10256_yyyymm.csv
257,국가통계포털,거래주체별 주택매매거래현황,257_거래주체별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10257.py,TB_OD10257_yyyymm.csv
258,국가통계포털,주택유형별 주택매매거래현황,258_주택유형별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10258.py,TB_OD10258_yyyymm.csv
259,국가통계포털,매입자거주지별 주택매매거래현황,259_매입자거주지별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10259.py,TB_OD10259_yyyymm.csv
260,국가통계포털,매입자연령대별 주택매매거래현황,260_매입자연령대별 주택매매거래현황,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10260.py,TB_OD10260_yyyymm.csv
261,국가통계포털,거래규모별 건축물거래,261_거래규모별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10261.py,TB_OD10261_yyyymm.csv
262,국가통계포털,거래원인별 건축물거래,262_거래원인별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10262.py,TB_OD10262_yyyymm.csv
263,국가통계포털,거래주체별 건축물거래,263_거래주체별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10263.py,TB_OD10263_yyyymm.csv
264,국가통계포털,건물유형별 건축물거래,264_건물유형별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10264.py,TB_OD10264_yyyymm.csv
265,국가통계포털,매입자거주지별 건축물거래,265_매입자거주지별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10265.py,TB_OD10265_yyyymm.csv
266,국가통계포털,매입자거주지별 토지거래,266_매입자거주지별 토지거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10266.py,TB_OD10266_yyyymm.csv
267,국가통계포털,아파트거래(거래규모별),267_아파트거래(거래규모별),,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10267.py,TB_OD10267_yyyymm.csv
268,국가통계포털,용도별 건축물거래,268_용도별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10268.py,TB_OD10268_yyyymm.csv
269,국가통계포털,지목별 건축물거래,269_지목별 건축물거래,,,,,,,,API or DATA,한국감정원,건설/주택/토지 관련,,,,,,,,,,,,,,,20190419 삭제,TB_OD10269.py,TB_OD10269_yyyymm.csv
270,국가통계포털,지역별 택지지정 및 공급현황,270_지역별 택지지정 및 공급현황,,,,,,,,API or DATA,국토교통부,건설/주택/토지 관련,,,,,,,,,,,,,,,완료,TB_OD10270.py,TB_OD10270_yyyymm.csv
271,국가통계포털,대출태도,271_대출태도,,,,,,,,API or DATA,한국은행,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10271.py,TB_OD10271_yyyymm.csv
272,국가통계포털,신용위험,272_신용위험,,,,,,,,API or DATA,한국은행,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10272.py,TB_OD10272_yyyymm.csv
273,국가통계포털,대출수요,273_대출수요,,,,,,,,API or DATA,한국은행,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10273.py,TB_OD10273_yyyymm.csv
274,국가통계포털,금융기관별 주택금융신용보증 공급현황,274_금융기관별 주택금융신용보증 공급현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10274.py,TB_OD10274_yyyymm.csv
275,국가통계포털,금융기관별 주택금융신용보증 잔액현황,275_금융기관별 주택금융신용보증 잔액현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10275.py,TB_OD10275_yyyymm.csv
276,국가통계포털,보증종류별 주택금융신용보증 공급현황,276_보증종류별 주택금융신용보증 공급현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10276.py,TB_OD10276_yyyymm.csv
277,국가통계포털,보증종류별 주택금융신용보증 잔액현황,277_보증종류별 주택금융신용보증 잔액현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10277.py,TB_OD10277_yyyymm.csv
278,국가통계포털,주택금융신용보증 잔액현황,278_주택금융신용보증 잔액현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10278.py,TB_OD10278_yyyymm.csv
279,국가통계포털,지역별 주택금융신용보증 공급현황,279_지역별 주택금융신용보증 공급현황,,,,,,,,API or DATA,한국주택금융공사,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10279.py,TB_OD10279_yyyymm.csv
280,국가통계포털,KRX 주요 주가지수,280_KRX 주요 주가지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10280.py,TB_OD10280_yyyymm.csv
281,국가통계포털,KRX 300,281_KRX 300,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10281.py,TB_OD10281_yyyymm.csv
282,국가통계포털,KTOP 30,282_KTOP 30,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10282.py,TB_OD10282_yyyymm.csv
283,국가통계포털,KRX 100,283_KRX 100,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10283.py,TB_OD10283_yyyymm.csv
284,국가통계포털,KRX 주가이익비율 (PER),284_KRX 주가이익비율 (PER),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10284.py,TB_OD10284_yyyymm.csv
285,국가통계포털,KRX 주가순자산비율 (PBR),285_KRX 주가순자산비율 (PBR),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10285.py,TB_OD10285_yyyymm.csv
286,국가통계포털,KRX 배당수익률,286_KRX 배당수익률,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10286.py,TB_OD10286_yyyymm.csv
287,국가통계포털,코스피 주요주가지수,287_코스피 주요주가지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10287.py,TB_OD10287_yyyymm.csv
288,국가통계포털,코스피 산업별 주가지수,288_코스피 산업별 주가지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10288.py,TB_OD10288_yyyymm.csv
289,국가통계포털,코스피 200 섹터 지수,289_코스피 200 섹터 지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10289.py,TB_OD10289_yyyymm.csv
290,국가통계포털,코스피 지수,290_코스피 지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10290.py,TB_OD10290_yyyymm.csv
291,국가통계포털,코스피 200 지수,291_코스피 200 지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10291.py,TB_OD10291_yyyymm.csv
292,국가통계포털,코스피 주가이익비율 (PER),292_코스피 주가이익비율 (PER),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10292.py,TB_OD10292_yyyymm.csv
293,국가통계포털,코스피 주가순자산비율 (PBR),293_코스피 주가순자산비율 (PBR),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10293.py,TB_OD10293_yyyymm.csv
294,국가통계포털,코스피 배당수익률,294_코스피 배당수익률,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10294.py,TB_OD10294_yyyymm.csv
295,국가통계포털,코스피 산업별 투자지표,295_코스피 산업별 투자지표,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10295.py,TB_OD10295_yyyymm.csv
296,국가통계포털,코스피지수 등락기록,296_코스피지수 등락기록,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,완료,TB_OD10296.py,TB_OD10296_yyyymm.csv
297,국가통계포털,코스닥시장 주요 주가지수,297_코스닥시장 주요 주가지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10297.py,TB_OD10297_yyyymm.csv
298,국가통계포털,코스닥 산업별 주가지수,298_코스닥 산업별 주가지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10298.py,TB_OD10298_yyyymm.csv
299,국가통계포털,코스닥 150 섹터 지수,299_코스닥 150 섹터 지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10299.py,TB_OD10299_yyyymm.csv
300,국가통계포털,코스닥지수,300_코스닥지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10300.py,TB_OD10300_yyyymm.csv
301,국가통계포털,코스닥 150 지수,301_코스닥 150 지수,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10301.py,TB_OD10301_yyyymm.csv
302,국가통계포털,코스닥 주가이익비율 (PER),302_코스닥 주가이익비율 (PER),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10302.py,TB_OD10302_yyyymm.csv
303,국가통계포털,코스닥 주가순자산비율 (PBR),303_코스닥 주가순자산비율 (PBR),,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10303.py,TB_OD10303_yyyymm.csv
304,국가통계포털,코스닥 배당수익률,304_코스닥 배당수익률,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10304.py,TB_OD10304_yyyymm.csv
305,국가통계포털,코스닥 산업별 투자지표,305_코스닥 산업별 투자지표,,,,,,,,API or DATA,한국거래소,재정/금융,,,,,,,,,,,,,,,20190419 삭제,TB_OD10305.py,TB_OD10305_yyyymm.csv
306,공공데이터포털,한국감정원 오피스텔 동향조사 현황,306_한국감정원 오피스텔 동향조사 현황,,,,,,,,DATA,한국감정원,국토관리,,,,,,,,,,,,,,,,TB_OD10306.py,TB_OD10306_yyyymm.csv
307,공공데이터포털,한국감정원 부동산 매매가격지수 현황,307_한국감정원 부동산 매매가격지수 현황,,,,,,,,OPENAPI,한국감정원,국토관리,,,,,,,,,,,,,,,,TB_OD10307.py,TB_OD10307_yyyymm.csv
308,공공데이터포털,공간융합정보,308_공간융합정보,,,,,,,,DATA,국토교통부,국토관리,,,,,,,,,,,,,,,,TB_OD10308.py,TB_OD10308_yyyymm.csv
308,공공데이터포털,공간융합정보,308_공간융합정보,,,,,,,,OPENAPI,국토교통부,국토관리,,,,,,,,,,,,,,,"308 중복, 20190419 삭제",TB_OD10308.py,TB_OD10308_yyyymm.csv
310,공공데이터포털,공간융합정보,309_공간융합정보,,,,,,,,OPENAPI,국토교통부,국토관리,,,,,,,,,,,,,,,,TB_OD10309.py,TB_OD10309_yyyymm.csv
311,공공데이터포털,국토교통부 부동산 동향조사 정보,310_국토교통부 부동산 동향조사 정보,,,,,,,,DATA,국토교통부,국토관리,,,,,,,,,,,,,,,,TB_OD10310.py,TB_OD10310_yyyymm.csv
312,공공데이터포털,도시계획통계시설,311_도시계획통계시설,,,,,,,,DATA,국토교통부,국토관리,,,,,,,,,,,,,,,,TB_OD10311.py,TB_OD10311_yyyymm.csv
