,C1,C1_NM,C1_NM_ENG,C1_OBJ_NM,C2,C2_NM,C2_OBJ_NM,C3,C3_NM,C3_OBJ_NM,DT,ITM_ID,ITM_NM,ORG_ID,PRD_DE,PRD_SE,TBL_ID,TBL_NM,UNIT_NM
85,25,대전광역시,Daejeon,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,429619,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
86,25,대전광역시,Daejeon,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,38596,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
87,25,대전광역시,Daejeon,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,36678,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
88,25,대전광역시,Daejeon,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,115432,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
89,25,대전광역시,Daejeon,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,123946,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
90,25,대전광역시,Daejeon,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,112263,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
91,25,대전광역시,Daejeon,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,144653,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
92,25,대전광역시,Daejeon,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,42101,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
93,25,대전광역시,Daejeon,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,83318,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
94,25,대전광역시,Daejeon,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,10554,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
95,25,대전광역시,Daejeon,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,31092,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
96,25,대전광역시,Daejeon,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,1461,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
97,25,대전광역시,Daejeon,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,9931,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
98,26,울산광역시,Ulsan,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,271099,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
99,26,울산광역시,Ulsan,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,361859,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
100,26,울산광역시,Ulsan,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,16831,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
101,26,울산광역시,Ulsan,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,15034,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
102,26,울산광역시,Ulsan,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,94981,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
103,26,울산광역시,Ulsan,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,99297,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
104,26,울산광역시,Ulsan,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,106735,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
105,26,울산광역시,Ulsan,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,133362,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
106,26,울산광역시,Ulsan,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,43040,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
107,26,울산광역시,Ulsan,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,79573,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
108,26,울산광역시,Ulsan,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,8508,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
109,26,울산광역시,Ulsan,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,26792,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
110,26,울산광역시,Ulsan,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,1004,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
111,26,울산광역시,Ulsan,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,7800,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
112,29,세종특별자치시,Sejong,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,55925,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
113,29,세종특별자치시,Sejong,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,78942,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
114,29,세종특별자치시,Sejong,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,5108,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
115,29,세종특별자치시,Sejong,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,4628,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
116,29,세종특별자치시,Sejong,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,11419,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
117,29,세종특별자치시,Sejong,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,12396,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
118,29,세종특별자치시,Sejong,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,22408,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
119,29,세종특별자치시,Sejong,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,26337,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
120,29,세종특별자치시,Sejong,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,13330,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
121,29,세종특별자치시,Sejong,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,23320,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
122,29,세종특별자치시,Sejong,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,3283,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
123,29,세종특별자치시,Sejong,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,9581,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
124,29,세종특별자치시,Sejong,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,377,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
125,29,세종특별자치시,Sejong,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,2680,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
126,31,경기도,Gyeonggi-do,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,2542649,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
127,31,경기도,Gyeonggi-do,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,3440028,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
128,31,경기도,Gyeonggi-do,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,169092,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
129,31,경기도,Gyeonggi-do,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,149967,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
130,31,경기도,Gyeonggi-do,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,678841,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
131,31,경기도,Gyeonggi-do,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,699321,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
132,31,경기도,Gyeonggi-do,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,966527,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
133,31,경기도,Gyeonggi-do,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,1135968,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
134,31,경기도,Gyeonggi-do,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,539202,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
135,31,경기도,Gyeonggi-do,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,868841,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
136,31,경기도,Gyeonggi-do,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,157076,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
137,31,경기도,Gyeonggi-do,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,403866,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
138,31,경기도,Gyeonggi-do,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,31911,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
139,31,경기도,Gyeonggi-do,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,182065,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
140,32,강원도,Gangwon-do,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,345955,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
141,32,강원도,Gangwon-do,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,465606,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
142,32,강원도,Gangwon-do,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,107215,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
143,32,강원도,Gangwon-do,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,110283,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
144,32,강원도,Gangwon-do,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,137927,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
145,32,강원도,Gangwon-do,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,165421,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
146,32,강원도,Gangwon-do,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,72437,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
147,32,강원도,Gangwon-do,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,113378,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
148,32,강원도,Gangwon-do,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,22181,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
149,32,강원도,Gangwon-do,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,52175,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
150,32,강원도,Gangwon-do,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,5196,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
151,32,강원도,Gangwon-do,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,17383,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
152,32,강원도,Gangwon-do,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,999,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
153,32,강원도,Gangwon-do,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,6966,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
154,33,충청북도,Chungcheongbuk-do,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,362726,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
155,33,충청북도,Chungcheongbuk-do,거주지역별,000,총계,주택자산 가액별,02,가구소유 주택,주택소유 현황별,487462,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
156,33,충청북도,Chungcheongbuk-do,거주지역별,010,0.6억이하,주택자산 가액별,01,주택소유 가구,주택소유 현황별,105934,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
157,33,충청북도,Chungcheongbuk-do,거주지역별,010,0.6억이하,주택자산 가액별,02,가구소유 주택,주택소유 현황별,106758,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
158,33,충청북도,Chungcheongbuk-do,거주지역별,020,0.6~1.5억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,148078,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
159,33,충청북도,Chungcheongbuk-do,거주지역별,020,0.6~1.5억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,175826,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
160,33,충청북도,Chungcheongbuk-do,거주지역별,030,1.5~3억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,77757,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
161,33,충청북도,Chungcheongbuk-do,거주지역별,030,1.5~3억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,121721,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
162,33,충청북도,Chungcheongbuk-do,거주지역별,040,3~6억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,24885,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
163,33,충청북도,Chungcheongbuk-do,거주지역별,040,3~6억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,57612,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
164,33,충청북도,Chungcheongbuk-do,거주지역별,050,6~12억,주택자산 가액별,01,주택소유 가구,주택소유 현황별,5201,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
165,33,충청북도,Chungcheongbuk-do,거주지역별,050,6~12억,주택자산 가액별,02,가구소유 주택,주택소유 현황별,18094,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
166,33,충청북도,Chungcheongbuk-do,거주지역별,060,12억 초과,주택자산 가액별,01,주택소유 가구,주택소유 현황별,871,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
167,33,충청북도,Chungcheongbuk-do,거주지역별,060,12억 초과,주택자산 가액별,02,가구소유 주택,주택소유 현황별,7451,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
168,34,충청남도,Chungcheongnam-do,거주지역별,000,총계,주택자산 가액별,01,주택소유 가구,주택소유 현황별,477532,T001,일반 가구수 및 소유 주택수,101,2017,A,DT_1OH0410,거주지역별 주택자산가액별 주택소유 가구수 및 주택수 현황,가구/호
